,z,1mpcbkgd,halfmpcbkgd,tenthmpcbkgd
0,0.05,11.706735355285414,11.028244632271676,-inf
1,0.060000000000000005,11.661580670063376,11.016247404925696,-inf
2,0.07,11.671836146991785,10.988443117009183,-inf
3,0.08000000000000002,11.680047785627485,11.018269139824497,-inf
4,0.09000000000000001,11.712984169625841,11.067793255289223,-inf
5,0.1,11.70393261529902,11.051975253854389,-inf
6,0.11000000000000001,11.728357897374595,11.042792309441554,-inf
7,0.12000000000000001,11.747019344676934,11.05569067871804,-inf
8,0.13,11.774843890790667,11.078642156844724,-inf
9,0.14,11.815714336758756,11.124443953448804,-inf
10,0.15000000000000002,11.838658728028253,11.156827850362633,-inf
11,0.16000000000000003,11.859077063990664,11.184944717104125,-inf
12,0.17000000000000004,11.872260403003594,11.187720519557342,-inf
13,0.18000000000000005,11.87789714069648,11.207698490099412,-inf
14,0.19,11.890997071358523,11.221009783545565,-inf
15,0.2,11.912282596648526,11.233172112859954,-inf
16,0.21000000000000002,11.925576730001097,11.249769875601531,-inf
17,0.22000000000000003,11.93849001672153,11.237434650248947,-inf
18,0.23000000000000004,11.941961996486006,11.245453085253994,-inf
19,0.24000000000000005,11.950585151183732,11.25639529052707,-inf
20,0.25000000000000006,11.9544932568652,11.259608838232792,-inf
21,0.26000000000000006,11.94909429876669,11.256481447787968,-inf
22,0.27,11.954603944814368,11.261834012607414,-inf
23,0.28,11.957347087146589,11.274097845881059,-inf
24,0.29000000000000004,11.960721570948586,11.290341720076492,-inf
25,0.30000000000000004,11.980650039593066,11.286348436343193,-inf
26,0.31000000000000005,11.980417224079993,11.308300481490466,-inf
27,0.32000000000000006,11.986015843158519,11.307102569467643,-inf
28,0.33,11.991941562721234,11.298908048292358,-inf
29,0.34,11.995283715047005,11.301990562345342,-inf
30,0.35000000000000003,11.99561390184014,11.31412393330472,-inf
31,0.36000000000000004,11.997650871879427,11.320225782862009,-inf
32,0.37000000000000005,11.98556918042419,11.309856498923125,-inf
33,0.38000000000000006,11.975636917856285,11.307629025441047,-inf
34,0.39000000000000007,11.963804057533416,11.306888229987653,-inf
35,0.4000000000000001,11.952428284954697,11.294895847577417,-inf
36,0.4100000000000001,11.947072411686912,11.288485146437791,-inf
37,0.42000000000000004,11.960373978807906,11.298216959623643,-inf
38,0.43000000000000005,11.95601963165307,11.300538595992979,-inf
39,0.44000000000000006,11.95643795960443,11.291890960079133,-inf
40,0.45000000000000007,11.941611234601046,11.259334703043287,-inf
41,0.4600000000000001,11.92750044381206,11.24632627327829,-inf
42,0.4700000000000001,11.922900519558166,11.244078058533644,-inf
43,0.4800000000000001,11.911800991032159,11.236792948640591,-inf
44,0.49000000000000005,11.901891736200898,11.22439635434148,-inf
45,0.5000000000000001,11.9057602081055,11.211581369239896,-inf
46,0.5100000000000001,11.90858049850285,11.215398397779845,-inf
47,0.5200000000000001,11.897470328316503,11.198319239868365,-inf
48,0.5300000000000001,11.886144429020545,11.164961497542416,-inf
49,0.5400000000000001,11.878072529065548,11.152196919372377,-inf
50,0.5500000000000002,11.869293229789402,11.115553050205927,-inf
51,0.5600000000000002,11.85191384418494,11.093645857951406,-inf
52,0.5700000000000002,11.831807989761908,11.066888470322244,-inf
53,0.5800000000000002,11.83555621704304,11.060645138401064,-inf
54,0.5900000000000002,11.820528450871969,11.040886878967285,-inf
55,0.6000000000000002,11.819349282121086,11.038682603531331,-inf
56,0.6100000000000001,11.804651234809377,11.029817507286545,-inf
57,0.6200000000000001,11.79345302307605,10.989310308341485,-inf
58,0.6300000000000001,11.778025581974774,10.991539774241975,-inf
59,0.6400000000000001,11.762558714396697,10.977103233337402,-inf
60,0.6500000000000001,11.746485675927092,10.9614826266265,-inf
61,0.6600000000000001,11.742496864779868,10.945971488952637,-inf
62,0.6700000000000002,11.721192855991648,10.932238123327245,-inf
63,0.6800000000000002,11.713331632605147,10.917739953968715,-inf
64,0.6900000000000002,11.704731258988765,10.90920490812718,-inf
65,0.7000000000000002,11.69302965193332,10.894695254098488,-inf
66,0.7100000000000002,11.685477956133383,10.855944853392657,-inf
67,0.7200000000000002,11.667982945867427,10.809941642570084,-inf
68,0.7300000000000002,11.651713583547467,10.747751586722917,-inf
69,0.7400000000000002,11.623552613702667,10.687509210077963,-inf
70,0.7500000000000002,11.591695112541078,10.503850708654198,-inf
71,0.7600000000000002,11.572452049109899,10.352675209691796,-inf
72,0.7700000000000002,11.552453085346222,9.869491512245588,-inf
73,0.7800000000000001,11.537478589231545,-inf,-inf
74,0.7900000000000001,11.500842066716507,-inf,-inf
75,0.8000000000000002,11.490529260135645,-inf,-inf
76,0.8100000000000002,11.474571561863373,-inf,-inf
77,0.8200000000000002,11.439231519772175,-inf,-inf
78,0.8300000000000002,11.422902508601293,-inf,-inf
79,0.8400000000000002,11.39098321773276,-inf,-inf
80,0.8500000000000002,11.38471464723522,-inf,-inf
81,0.8600000000000002,11.355786215568308,-inf,-inf
82,0.8700000000000002,11.312808990478516,-inf,-inf
83,0.8800000000000002,11.28820641696818,-inf,-inf
84,0.8900000000000002,11.262576624160738,-inf,-inf
85,0.9000000000000002,11.233882471328707,-inf,-inf
86,0.9100000000000003,11.216060205703707,-inf,-inf
87,0.9200000000000003,11.207243429374756,-inf,-inf
88,0.9300000000000002,11.20081443455975,-inf,-inf
89,0.9400000000000002,11.184029849132322,-inf,-inf
90,0.9500000000000002,11.182223589977049,-inf,-inf
91,0.9600000000000002,11.175599318114337,-inf,-inf
92,0.9700000000000002,11.166429322793817,-inf,-inf
93,0.9800000000000002,11.155539016192957,-inf,-inf
94,0.9900000000000002,11.126817213249268,-inf,-inf
95,1.0000000000000002,11.093924685732503,-inf,-inf
96,1.0100000000000002,11.0460312493208,-inf,-inf
97,1.0200000000000002,11.031912307208582,-inf,-inf
98,1.0300000000000002,11.00903636111662,-inf,-inf
99,1.0400000000000003,10.92781483440358,-inf,-inf
100,1.0500000000000003,10.83399190596478,-inf,-inf
101,1.0600000000000003,10.838274100504947,-inf,-inf
102,1.0700000000000003,10.845834405390463,-inf,-inf
103,1.0800000000000003,10.822647820165429,-inf,-inf
104,1.0900000000000003,10.759350678242612,-inf,-inf
105,1.1000000000000003,10.72544469527142,-inf,-inf
106,1.1100000000000003,10.74349558412272,-inf,-inf
107,1.1200000000000003,10.805108168803287,-inf,-inf
108,1.1300000000000003,10.857643754450521,-inf,-inf
109,1.1400000000000003,10.871114249619716,-inf,-inf
110,1.1500000000000004,10.72544469527142,-inf,-inf
111,1.1600000000000004,10.76270425376228,-inf,-inf
112,1.1700000000000002,10.665402039647281,-inf,-inf
113,1.1800000000000002,10.764921750460758,-inf,-inf
114,1.1900000000000002,10.694835564412045,-inf,-inf
115,1.2000000000000002,10.235634738869123,-inf,-inf
116,1.2100000000000002,-inf,-inf,-inf
117,1.2200000000000002,-inf,-inf,-inf
118,1.2300000000000002,-inf,-inf,-inf
119,1.2400000000000002,-inf,-inf,-inf
120,1.2500000000000002,-inf,-inf,-inf
121,1.2600000000000002,-inf,-inf,-inf
122,1.2700000000000002,-inf,-inf,-inf
123,1.2800000000000002,-inf,-inf,-inf
124,1.2900000000000003,-inf,-inf,-inf
125,1.3000000000000003,-inf,-inf,-inf
126,1.3100000000000003,-inf,-inf,-inf
127,1.3200000000000003,-inf,-inf,-inf
128,1.3300000000000003,-inf,-inf,-inf
129,1.3400000000000003,-inf,-inf,-inf
130,1.3500000000000003,-inf,-inf,-inf
131,1.3600000000000003,-inf,-inf,-inf
132,1.3700000000000003,-inf,-inf,-inf
133,1.3800000000000003,-inf,-inf,-inf
134,1.3900000000000003,-inf,-inf,-inf
135,1.4000000000000004,-inf,-inf,-inf
136,1.4100000000000004,-inf,-inf,-inf
137,1.4200000000000004,-inf,-inf,-inf
138,1.4300000000000004,-inf,-inf,-inf
139,1.4400000000000004,-inf,-inf,-inf
140,1.4500000000000004,-inf,-inf,-inf
141,1.4600000000000004,-inf,-inf,-inf
142,1.4700000000000004,-inf,-inf,-inf
143,1.4800000000000004,-inf,-inf,-inf
144,1.4900000000000004,-inf,-inf,-inf
